"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000117298",9292.40943810748,-0.123872699123863,0.227935581309507,-0.543454858658772,0.586816663379871,0.73994170094789,"ECE1"
"ENSG00000142794",232.660122927808,-0.336789520738207,0.556506184269814,-0.605185585098404,0.545055692614888,0.706923967528031,"NBPF3"
"ENSG00000162551",213.159603344294,2.03664482869333,0.525531310248622,3.87540150125368,0.000106449033540358,0.00115228833775906,"ALPL"
"ENSG00000076864",675.267353485274,-0.320165407148784,0.489459392320509,-0.654120468770435,0.513034195186001,0.680754089898389,"RAP1GAP"
"ENSG00000090686",2095.4185642629,0.414460032860757,0.173680542762577,2.38633543094881,0.01701722179169,0.0605125296753743,"USP48"
"ENSG00000187942",34.5657088385639,0.293185694248365,0.533242047005882,0.549817284466937,0.58244470221181,0.736660556140774,"LDLRAD2"
"ENSG00000142798",19530.7236428059,0.618040503983605,0.250292716386977,2.46927083178903,0.0135388706777087,0.0509777469774038,"HSPG2"
"ENSG00000219073",23.7269938168792,-4.02501820788404,0.795815330966464,-5.05772891180159,4.24278982960272e-07,1.18153551164613e-05,"CELA3B"
"ENSG00000142789",15.7289044808096,-4.67610784226417,0.845968454426073,-5.52752034404943,3.24788574650765e-08,1.35107187375297e-06,"CELA3A"
"ENSG00000218510",171.112042247707,0.0918217506769334,0.286180182065831,0.320852932631832,0.748321843852869,0.853585320703937,"LINC00339"
"ENSG00000070831",7716.96909326858,0.165787390764818,0.173767284413321,0.954077122886253,0.3400446052236,0.519734077516236,"CDC42"
"ENSG00000162552",175.674021018422,-0.171463534539961,0.610066877617102,-0.281056947739387,0.778666721412488,0.872490087701923,"WNT4"
"ENSG00000184677",1754.09800696983,-0.130626424363982,0.178066142968568,-0.733583724487366,0.463202483312043,0.638357619309996,"ZBTB40"
"ENSG00000070886",0.59847146159826,0.00923228856242519,3.09727015243597,0.00298078246586404,0.997621683213292,NA,"EPHA8"
"ENSG00000173372",841.364050168638,1.64017703335896,0.553298765475036,2.96436055112247,0.0030331267840135,0.0160927442379546,"C1QA"
"ENSG00000159189",882.45473552115,1.70747047673087,0.519632551395792,3.2859190059291,0.00101650233942929,0.00682345091509857,"C1QC"
"ENSG00000173369",938.454479404452,1.93619600180214,0.529627395232585,3.65577011164965,0.000256411061652765,0.00232329870691459,"C1QB"
"ENSG00000133216",4259.21538015081,-0.116438251446873,0.29274760711569,-0.39774279487401,0.69081978862032,0.815712104054332,"EPHB2"
"ENSG00000004487",2315.06649845467,-0.0424372874388268,0.161717177232122,-0.2624166966377,0.79300020154848,0.882016022976448,"KDM1A"
"ENSG00000169641",4267.91426296304,-0.0991966485944684,0.186182669987785,-0.532792061693908,0.59417752958286,0.746034358351595,"LUZP1"
"ENSG00000179546",60.513836400423,2.29110150786884,0.835941407721346,2.74074413195304,0.00613002234539319,0.0278851657331617,"HTR1D"
"ENSG00000125944",3464.63790393497,0.231027718397268,0.160366437218228,1.44062387619725,0.149690971331359,0.29889814373694,"HNRNPR"
"ENSG00000125945",879.825950415518,-0.390397895135598,0.259028507187978,-1.50716189261858,0.13176916541871,0.273694614412839,"ZNF436"
